sym,open,high,low,close,volume,date,time
bitcoin,46158.97,46348.96,45567,45707.38,4175.586152,2021/2/9,2:00:00
bitcoin,45707.39,46750,45500,46599.51,4064.729259,2021/2/9,3:00:00
bitcoin,46599.51,46888,46198.76,46837.57,3699.743395,2021/2/9,4:00:00
bitcoin,46837.57,47219.13,46455.7,46850.12,4005.597493,2021/2/9,5:00:00
bitcoin,46852.68,48140.9,46563.31,48111.18,6952.355795,2021/2/9,6:00:00
bitcoin,48111.46,48142.19,47370.75,47505.4,5503.636222,2021/2/9,7:00:00
bitcoin,47505.39,47928.23,46624.84,47109.51,6591.013418,2021/2/9,8:00:00
bitcoin,47106.59,47160,46000,46401.3,4989.134602,2021/2/9,9:00:00
bitcoin,46401.3,46588,45560.97,45641.77,4844.886059,2021/2/9,10:00:00
bitcoin,45641.77,46683.18,45601.01,46380.92,3819.428013,2021/2/9,11:00:00
bitcoin,46390.95,46806.41,45128.7,45300.17,5558.60425,2021/2/9,12:00:00
bitcoin,45300.17,46425,44961.09,46285.14,6234.471103,2021/2/9,13:00:00
bitcoin,46282.88,46700,46051.42,46624.44,3978.747526,2021/2/9,14:00:00
bitcoin,46624.33,47083.84,46300,46773.63,5240.749035,2021/2/9,15:00:00
bitcoin,46773.63,47110.72,46011,46470.85,4941.370825,2021/2/9,16:00:00
bitcoin,46470.85,46940.91,46180,46483.67,3342.612648,2021/2/9,17:00:00
bitcoin,46484.23,47433.78,46254.02,47012.77,4549.479116,2021/2/9,18:00:00
bitcoin,47012.77,47289.28,46743.15,47060.18,2849.525357,2021/2/9,19:00:00
bitcoin,47060.38,47499.43,46668.48,47084.17,3254.702714,2021/2/9,20:00:00
bitcoin,47084.16,47461.06,46995.92,47231.03,2564.524939,2021/2/9,21:00:00
bitcoin,47241.92,47241.92,46440.52,46839.01,2914.614311,2021/2/9,22:00:00
bitcoin,46839.99,46860,46201.37,46420.42,2790.416785,2021/2/9,23:00:00
bitcoin,46420.42,46900,46052.52,46517.64,3108.224942,2021/2/10,0:00:00
bitcoin,46517.64,46533.52,45979.58,46259.97,3406.347841,2021/2/10,1:00:00
bitcoin,46259.97,46800,46250,46276.51,3428.350592,2021/2/10,2:00:00
bitcoin,46276.52,46743.87,46140.73,46221.07,3072.217667,2021/2/10,3:00:00
bitcoin,46225.71,46319.03,45589.98,46020.4,4212.236257,2021/2/10,4:00:00
bitcoin,46020.4,46424.93,45826.85,46131.99,2960.180557,2021/2/10,5:00:00
bitcoin,46132,46650,46106.04,46510.25,2853.339579,2021/2/10,6:00:00
bitcoin,46510.26,46944.07,46400.17,46563.69,3525.204228,2021/2/10,7:00:00
bitcoin,46565.11,46844.59,46262.22,46668.89,3612.18762,2021/2/10,8:00:00
bitcoin,46668.89,46900,46451.12,46550,3035.305488,2021/2/10,9:00:00
bitcoin,46549.99,47310,46401,46630.17,4890.23204,2021/2/10,10:00:00
bitcoin,46630.17,46691.94,46277.31,46586.56,2517.193741,2021/2/10,11:00:00
bitcoin,46586.55,46593.34,44500,45652.34,9491.105424,2021/2/10,12:00:00
bitcoin,45655.13,45969.28,45314.32,45626.32,5201.634714,2021/2/10,13:00:00
bitcoin,45626.32,45988.2,44800,44954.12,5933.227366,2021/2/10,14:00:00
bitcoin,44954.13,45227.27,43727,44353.04,9617.540603,2021/2/10,15:00:00
bitcoin,44354.5,44900,43800,44746.66,5766.039915,2021/2/10,16:00:00
bitcoin,44746.65,45071.45,44446.12,44963.31,3576.597903,2021/2/10,17:00:00
bitcoin,44963.32,45200,44731.74,45088.17,3335.951033,2021/2/10,18:00:00
bitcoin,45088.16,45239.98,44450.1,45190.05,3638.897317,2021/2/10,19:00:00
bitcoin,45190.05,45240.7,44400,44555.59,2929.852963,2021/2/10,20:00:00
bitcoin,44555.59,45028.15,44355,44999.09,2811.104073,2021/2/10,21:00:00
bitcoin,44999.09,45216.49,44880,45199.99,1698.334185,2021/2/10,22:00:00
bitcoin,45200,45322.09,44769.88,44807.58,2532.876152,2021/2/10,23:00:00
bitcoin,44807.58,45051.27,43994.02,44250,4145.400343,2021/2/11,0:00:00
bitcoin,44250,44554.91,44010.88,44180.86,2791.705197,2021/2/11,1:00:00
bitcoin,44180.08,44698.15,44172.57,44582.07,825.571256,2021/2/11,2:00:00
bitcoin,44582.07,44582.07,44582.07,44582.07,0,2021/2/11,3:00:00
bitcoin,44583.71,44999,44507,44641.72,2359.409846,2021/2/11,5:00:00
bitcoin,44641.71,44918.19,44397.62,44559.99,2121.320051,2021/2/11,6:00:00
bitcoin,44559.98,45129.59,44559.98,44700.01,2885.695032,2021/2/11,7:00:00
bitcoin,44700,45095.49,44500,45017.02,2819.24106,2021/2/11,8:00:00
bitcoin,45017.01,45609.16,44789.11,45500.98,3446.630839,2021/2/11,9:00:00
bitcoin,45500.98,46377.44,45351,46279.8,4555.921555,2021/2/11,10:00:00
bitcoin,46279.81,46546.47,45864.4,46061.49,4197.208326,2021/2/11,11:00:00
bitcoin,46061.48,46625.83,46060.03,46516.39,3578.107646,2021/2/11,12:00:00
bitcoin,46516.39,48399,46516.39,47555.46,13364.20517,2021/2/11,13:00:00
bitcoin,47555.46,48100,47233,47864.81,5336.005742,2021/2/11,14:00:00
bitcoin,47864.81,48185.26,47576.58,47960.85,4946.077766,2021/2/11,15:00:00
bitcoin,47960.86,48298,47337.18,47590.53,4852.407567,2021/2/11,16:00:00
bitcoin,47590.52,47666.97,46900,47366.42,3618.164395,2021/2/11,17:00:00
bitcoin,47366.43,48010.54,47311.01,47653.14,3425.204141,2021/2/11,18:00:00
bitcoin,47653.15,48050,47526.28,47754.03,3150.421374,2021/2/11,19:00:00
bitcoin,47754.02,48678.9,47000,47027.49,6204.932556,2021/2/11,20:00:00
bitcoin,47027.49,47360,46542.29,46884.84,5079.477409,2021/2/11,21:00:00
bitcoin,46885.07,47727.37,46864.32,47712.94,2820.02394,2021/2/11,22:00:00
bitcoin,47716.44,48125.58,47588.65,47969.51,3037.950239,2021/2/11,23:00:00
bitcoin,47968.66,48985.8,47770.58,47990,6786.707649,2021/2/12,0:00:00
bitcoin,47990.01,48550,47721,48477.5,2957.115927,2021/2/12,1:00:00
bitcoin,48477.51,48477.51,47729.68,47935.66,3206.021413,2021/2/12,2:00:00
bitcoin,47935.66,47988.49,47338.35,47587.31,2471.162463,2021/2/12,3:00:00
bitcoin,47587.31,47587.31,46888,47271.55,4724.621511,2021/2/12,4:00:00
bitcoin,47271.54,47506.44,47086.3,47257.09,3397.955993,2021/2/12,5:00:00
bitcoin,47257.09,47551.02,46789,47380.16,3483.711699,2021/2/12,6:00:00
bitcoin,47380.15,47475,46903.48,47318.81,2921.008496,2021/2/12,7:00:00
bitcoin,47318.02,47700,47080,47117.86,3406.824437,2021/2/12,8:00:00
bitcoin,47117.86,47400,47027.03,47337,2666.718501,2021/2/12,9:00:00
bitcoin,47337.01,47711,47300,47381.16,2710.457766,2021/2/12,10:00:00
bitcoin,47371.8,47999,47280.26,47562.42,2966.767188,2021/2/12,11:00:00
bitcoin,47560.06,47957.87,47323.61,47669.82,2999.82626,2021/2/12,12:00:00
bitcoin,47669.82,48140,47646,47871.4,3795.086509,2021/2/12,13:00:00
bitcoin,47871.4,47878.74,46125,46547.5,8109.950561,2021/2/12,14:00:00
bitcoin,46542.6,47163.83,46525.25,47021.05,4791.740448,2021/2/12,15:00:00
bitcoin,47021.05,47980,47008.4,47614.4,4632.358564,2021/2/12,16:00:00
bitcoin,47612.52,47905,47459.78,47713.82,3375.044449,2021/2/12,17:00:00
bitcoin,47713.83,47800,46915.32,47269.25,3866.282102,2021/2/12,18:00:00
bitcoin,47268.27,47453.99,47086.32,47272.95,2344.984289,2021/2/12,19:00:00
bitcoin,47272.96,47653.24,47140.26,47577.49,2591.14661,2021/2/12,20:00:00
bitcoin,47577.49,48150,47560.01,47860.54,3556.847855,2021/2/12,21:00:00
bitcoin,47860.75,47930,47602.71,47841.17,1481.563511,2021/2/12,22:00:00
bitcoin,47841.16,47870,47155,47287.6,2626.131496,2021/2/12,23:00:00
bitcoin,47298.15,47587.29,47200,47459.54,2749.958429,2021/2/13,0:00:00
bitcoin,47459.53,47799.61,47412.4,47626.98,2409.973757,2021/2/13,1:00:00
bitcoin,47629.76,47944.84,47503.57,47839.77,2036.990459,2021/2/13,2:00:00
bitcoin,47839.77,48150,47693.44,47829.22,2448.080225,2021/2/13,3:00:00
bitcoin,47829.21,47924.86,47598.89,47904.7,1983.562896,2021/2/13,4:00:00
bitcoin,47904.69,47934.14,47397.71,47888,2604.324707,2021/2/13,5:00:00
bitcoin,47887.99,47922.22,47483.88,47728.26,2058.778557,2021/2/13,6:00:00
bitcoin,47728.25,47794.36,46990,46995.72,3084.234244,2021/2/13,7:00:00
bitcoin,46995.01,47499.93,46618,47429.93,3749.611888,2021/2/13,8:00:00
bitcoin,47429.92,47569.03,47061,47205.53,2095.842431,2021/2/13,9:00:00
bitcoin,47205.52,47266.05,46660.44,46709.17,4954.58299,2021/2/13,10:00:00
bitcoin,46700.77,46990,46251,46589.2,5399.860524,2021/2/13,11:00:00
bitcoin,46586.23,47209.25,46202.53,46879.81,3800.323617,2021/2/13,12:00:00
bitcoin,46879.81,47150.22,46557.56,46971.43,3446.304275,2021/2/13,13:00:00
bitcoin,46971.43,47044.04,46596.37,46946.9,2508.591322,2021/2/13,14:00:00
bitcoin,46946.67,47300,46883.03,47076.01,2933.387049,2021/2/13,15:00:00
bitcoin,47076.02,47400.14,46864.48,47136.89,2729.098082,2021/2/13,16:00:00
bitcoin,47136.9,47190,46735.83,46855.24,2308.468066,2021/2/13,17:00:00
bitcoin,46855.23,47022.26,46738.24,46792.05,1858.546082,2021/2/13,18:00:00
bitcoin,46790.39,47086.92,46708.94,46870.15,1771.335227,2021/2/13,19:00:00
bitcoin,46871.95,46967.07,46653.58,46934.06,1644.419184,2021/2/13,20:00:00
bitcoin,46934.07,47397.36,46700.38,47130.82,2224.294587,2021/2/13,21:00:00
bitcoin,47132.94,47280.26,46863.63,47058.88,1292.724619,2021/2/13,22:00:00
bitcoin,47058.88,47300,47001.01,47153.69,1674.804182,2021/2/13,23:00:00
bitcoin,47156.78,47695.18,47014.17,47594.52,3370.181722,2021/2/14,0:00:00
bitcoin,47594.52,47730,47244.88,47471.23,2800.474801,2021/2/14,1:00:00
bitcoin,47475.25,47630,47291.13,47378.87,2140.963331,2021/2/14,2:00:00
bitcoin,47378.87,47498.74,47204.98,47267.21,1924.991073,2021/2/14,3:00:00
bitcoin,47267.2,47650.62,47220.42,47551.25,2140.737556,2021/2/14,4:00:00
bitcoin,47551.25,48948,47497.39,48929.18,6249.804552,2021/2/14,5:00:00
bitcoin,48929.18,49404.94,48505.69,48745.29,7730.207519,2021/2/14,6:00:00
bitcoin,48745.28,49082.33,48520,48725.18,2672.894227,2021/2/14,7:00:00
bitcoin,48725.18,49018.37,48389.55,48710.17,2764.141482,2021/2/14,8:00:00
bitcoin,48710.17,49190,48610.86,49134.33,2619.216351,2021/2/14,9:00:00
bitcoin,49133.33,49349.76,48956.26,49024.21,3537.818879,2021/2/14,10:00:00
bitcoin,49024.22,49139.38,48750.59,49055.16,2377.253195,2021/2/14,11:00:00
bitcoin,49055.17,49707.43,48999.57,49436.86,5146.837081,2021/2/14,12:00:00
bitcoin,49434.05,49578.67,48550,48759.63,4143.328859,2021/2/14,13:00:00
bitcoin,48759.62,49069.37,48449.76,48757.38,3279.619554,2021/2/14,14:00:00
bitcoin,48757.39,48943.47,48101.38,48541.18,3668.24824,2021/2/14,15:00:00
bitcoin,48537.96,49075.43,48424.66,49006.74,3211.721954,2021/2/14,16:00:00
bitcoin,49005.01,49100,48587,48619.19,2166.342399,2021/2/14,17:00:00
bitcoin,48619.2,48819.29,48400.31,48739.99,2031.327116,2021/2/14,18:00:00
bitcoin,48739.99,48919.86,48479.8,48693.39,1647.877557,2021/2/14,19:00:00
bitcoin,48693.38,49000,48600,48929.5,1775.365105,2021/2/14,20:00:00
bitcoin,48929.5,49058.74,48755.47,48822.66,1772.358231,2021/2/14,21:00:00
bitcoin,48822.67,49300,48706.53,49012.94,1875.450126,2021/2/14,22:00:00
bitcoin,49012.94,49094.71,48505.79,48577.79,2688.314623,2021/2/14,23:00:00
bitcoin,48580.47,49010.92,48428,48763.62,2016.443495,2021/2/15,0:00:00
bitcoin,48763.79,48816.62,47700,48011.44,4889.300196,2021/2/15,1:00:00
bitcoin,48011.45,48213.83,45570.79,46874.02,11217.85149,2021/2/15,2:00:00
bitcoin,46874.01,47269.09,46540.67,47120.3,4188.452003,2021/2/15,3:00:00
bitcoin,47120.31,47136.02,46174.78,46866.57,4963.734524,2021/2/15,4:00:00
bitcoin,46866.56,47000,46400,46722.49,2939.430398,2021/2/15,5:00:00
bitcoin,46722.48,47140,46683.02,46887.36,2622.539212,2021/2/15,6:00:00
bitcoin,46887.36,47441.02,46831.61,47267.06,2861.559802,2021/2/15,7:00:00
bitcoin,47270.5,47772,47112.38,47599.99,2821.991345,2021/2/15,8:00:00
bitcoin,47600,47724.64,47201.27,47505.66,3001.829325,2021/2/15,9:00:00
bitcoin,47505.67,47888,47306.02,47849.99,2326.612878,2021/2/15,10:00:00
bitcoin,47849.99,47999,47606.86,47802.66,2660.670963,2021/2/15,11:00:00
bitcoin,47802.67,48070,47423.99,47951.01,3213.280059,2021/2/15,12:00:00
bitcoin,47951.01,48219.23,47800,47960.73,3089.86453,2021/2/15,13:00:00
bitcoin,47963.69,48150.62,47472.92,47564.16,3063.766728,2021/2/15,14:00:00
bitcoin,47563.58,48000,47536.15,47938.83,2186.450381,2021/2/15,15:00:00
bitcoin,47938.84,48570.75,47938.83,48494.96,3853.348752,2021/2/15,16:00:00
bitcoin,48494.97,48800,48399.23,48562.31,2723.914033,2021/2/15,17:00:00
bitcoin,48562.31,48698.52,48342.22,48358.99,2040.898434,2021/2/15,18:00:00
bitcoin,48361,48742.52,48354.78,48657.31,1945.428372,2021/2/15,19:00:00
bitcoin,48657.31,48801,48453.87,48580.99,3063.153399,2021/2/15,20:00:00
bitcoin,48581,48750,48111.11,48207.54,2767.082753,2021/2/15,21:00:00
bitcoin,48201.18,48334.23,47643,48284.89,2835.289841,2021/2/15,22:00:00
bitcoin,48284.9,48432.73,47809.99,47911.1,2105.26387,2021/2/15,23:00:00
bitcoin,47911.1,47958.4,47003.62,47669.02,4446.88263,2021/2/16,0:00:00
bitcoin,47669.03,48319.33,47605.96,48305.28,2586.108562,2021/2/16,1:00:00
bitcoin,48305.28,48689.25,48160.12,48442.06,2292.259471,2021/2/16,2:00:00
bitcoin,48442.05,49670,48405.11,49624.03,5795.639155,2021/2/16,3:00:00
bitcoin,49624.02,49998,49068.41,49350.01,5457.712993,2021/2/16,4:00:00
bitcoin,49350.01,49500,48969,49179.03,2937.102334,2021/2/16,5:00:00
bitcoin,49179.04,49234.7,48550,49023.74,3291.761029,2021/2/16,6:00:00
bitcoin,49020.91,49281.81,48609.9,49163.46,2651.264264,2021/2/16,7:00:00
bitcoin,49161.75,49300,48871.2,49293.26,2651.816179,2021/2/16,8:00:00
bitcoin,49289.75,49318.47,48900,49283.3,2177.75779,2021/2/16,9:00:00
bitcoin,49283.3,49318.47,48750.09,49020,2241.003693,2021/2/16,10:00:00
bitcoin,49020,49114.68,48700,48915.48,2048.978078,2021/2/16,11:00:00
bitcoin,48915.49,50689.18,48403.21,49650.01,14737.10387,2021/2/16,12:00:00
bitcoin,49650,49826.12,48862.99,48950.89,5108.592465,2021/2/16,13:00:00
bitcoin,48950.89,49457,48700,49289.4,4348.899937,2021/2/16,14:00:00
bitcoin,49286.8,49509.84,48935.7,48956.91,3296.496309,2021/2/16,15:00:00
bitcoin,48956.91,49291,48073,48167.68,4643.951929,2021/2/16,16:00:00
bitcoin,48165.07,48618.6,48128.81,48230.5,3626.449688,2021/2/16,17:00:00
bitcoin,48230.63,48692.1,47750,48616.79,4046.889396,2021/2/16,18:00:00
bitcoin,48616.79,48800.42,48340.14,48537.39,1898.845992,2021/2/16,19:00:00
bitcoin,48536.35,48784.29,48173.81,48769.27,2584.417826,2021/2/16,20:00:00
bitcoin,48769.28,48809.09,48355.8,48575.07,2220.458707,2021/2/16,21:00:00
bitcoin,48575.06,49180,48524.65,49108.68,1763.412213,2021/2/16,22:00:00
bitcoin,49113.91,49290,48933.33,49133.45,1959.461793,2021/2/16,23:00:00
bitcoin,49133.45,49566.66,49034.35,49079.99,2890.370858,2021/2/17,0:00:00
bitcoin,49079.99,49417.25,48947,49282.8,1693.384246,2021/2/17,1:00:00
bitcoin,49283.14,50274.88,49268.42,49654.89,4959.603535,2021/2/17,2:00:00
bitcoin,49657.54,49759.46,49231.09,49657.38,2563.134357,2021/2/17,3:00:00
bitcoin,49657.84,49963.4,49106.75,49345.38,3012.375127,2021/2/17,4:00:00
bitcoin,49345.39,49731.03,49227.68,49706.8,2239.281539,2021/2/17,5:00:00
bitcoin,49706.8,50677.58,49624.06,50556.05,6397.974067,2021/2/17,6:00:00
bitcoin,50556.15,51266.09,50200,51112.39,6735.574967,2021/2/17,7:00:00
bitcoin,51116.77,51300,50628.58,51031.71,4279.621193,2021/2/17,8:00:00
bitcoin,51031.71,51678.36,50991.69,51431.04,5578.732017,2021/2/17,9:00:00
bitcoin,51436.11,51612.8,50995,51192,3569.370833,2021/2/17,10:00:00
bitcoin,51192,51675.55,51101.07,51273.46,3178.178503,2021/2/17,11:00:00
bitcoin,51270.86,51530,50777.2,51039.56,4448.576712,2021/2/17,12:00:00
bitcoin,51039.56,51234,50542.3,51149.96,4231.90257,2021/2/17,13:00:00
bitcoin,51149.97,51284.78,50770.82,51262,4229.887263,2021/2/17,14:00:00
bitcoin,51262.01,51633.17,50968.87,51169.97,3226.681349,2021/2/17,15:00:00
bitcoin,51169.97,51435.09,50780,51241.35,3213.608201,2021/2/17,16:00:00
bitcoin,51241.35,51436,51085.95,51376.85,2383.38491,2021/2/17,17:00:00
bitcoin,51380.78,51780,51304.96,51430.59,2455.346746,2021/2/17,18:00:00
bitcoin,51430.59,52395,51374.56,52142.35,4887.841609,2021/2/17,19:00:00
bitcoin,52142.36,52546,51956.82,52240,3160.988797,2021/2/17,20:00:00
bitcoin,52239.99,52618.74,52021.37,52349.99,2544.386647,2021/2/17,21:00:00
bitcoin,52349.99,52381.2,51893.34,52104.43,1961.280327,2021/2/17,22:00:00
bitcoin,52104.44,52397.84,51899.64,52119.71,1902.151445,2021/2/17,23:00:00
bitcoin,52117.67,52530,52104.69,52267.32,2415.711881,2021/2/18,0:00:00
bitcoin,52263.85,52383.42,52026.06,52132.46,3038.626699,2021/2/18,1:00:00
bitcoin,52132.47,52340.01,51933.24,52318.89,2290.196005,2021/2/18,2:00:00
bitcoin,52318.89,52399.73,51951,52032.64,1876.438424,2021/2/18,3:00:00
bitcoin,52032.64,52180,51712.5,52153.36,2402.288468,2021/2/18,4:00:00
bitcoin,52153.36,52298,52015.68,52170.01,1777.762593,2021/2/18,5:00:00
bitcoin,52170.02,52237.45,51862.78,51905.66,1952.330308,2021/2/18,6:00:00
bitcoin,51905.65,52085.85,51295,51901.96,4482.238407,2021/2/18,7:00:00
bitcoin,51901.95,52168.75,51542.32,51706.88,2314.544023,2021/2/18,8:00:00
bitcoin,51706.87,51873.41,51459.82,51770.99,2754.16149,2021/2/18,9:00:00
bitcoin,51772.82,52000,51529.2,51643.5,2180.567729,2021/2/18,10:00:00
bitcoin,51643.49,51720.32,51133,51374.07,3329.973382,2021/2/18,11:00:00
bitcoin,51375.12,51623.37,50901.9,51464.66,3689.599653,2021/2/18,12:00:00
bitcoin,51464.67,52025,51262.43,51796.24,3004.844903,2021/2/18,13:00:00
bitcoin,51796.24,52285,51613.23,52233.43,2980.969179,2021/2/18,14:00:00
bitcoin,52233.43,52260,51450,51585.29,3418.733991,2021/2/18,15:00:00
bitcoin,51585.29,52099,51450,52091.02,2524.318916,2021/2/18,16:00:00
bitcoin,52091.03,52100,51777,51839.55,2163.575319,2021/2/18,17:00:00
bitcoin,51839.56,52177.75,51764.16,51862.85,2028.774318,2021/2/18,18:00:00
bitcoin,51860.4,52070.68,51685,51760.01,1593.365918,2021/2/18,19:00:00
bitcoin,51760.01,52115.92,51514.26,52111.89,2609.194526,2021/2/18,20:00:00
bitcoin,52111.89,52195.12,51892.2,52007.21,2176.642817,2021/2/18,21:00:00
bitcoin,52005.08,52075.07,51615.01,51837.19,1724.94218,2021/2/18,22:00:00
bitcoin,51837.18,51920.51,51510,51552.6,2028.245825,2021/2/18,23:00:00
bitcoin,51552.61,51943.99,51452,51511.33,2713.994591,2021/2/19,0:00:00
bitcoin,51512.62,51700.99,51165.88,51325.44,2620.936803,2021/2/19,1:00:00
bitcoin,51325.44,51339.05,50710.2,51248.52,3846.48439,2021/2/19,2:00:00
bitcoin,51248.53,51500.15,51200,51245,1787.936147,2021/2/19,3:00:00
bitcoin,51247.86,51530.56,50918,51166.3,1969.380992,2021/2/19,4:00:00
bitcoin,51166.29,51567.26,51166.29,51524.05,2079.78925,2021/2/19,5:00:00
bitcoin,51524.06,51822.96,51517.16,51734.88,2693.880858,2021/2/19,6:00:00
bitcoin,51734.87,51894.77,51654.57,51727.08,2224.775733,2021/2/19,7:00:00
bitcoin,51727.09,52293.77,51649.82,52236.31,2775.402347,2021/2/19,8:00:00
bitcoin,52236.31,52965.31,52218.62,52690.7,5901.166458,2021/2/19,9:00:00
bitcoin,52690.75,52984.99,52625,52687.6,2635.229127,2021/2/19,10:00:00
bitcoin,52685.98,52863.19,52485.95,52710,2380.099015,2021/2/19,11:00:00
bitcoin,52709.99,52729.75,52400.09,52534.75,2360.668133,2021/2/19,12:00:00
bitcoin,52534.76,52850,52315.37,52800.04,2831.216965,2021/2/19,13:00:00
bitcoin,52800.03,53280,52653.93,52890,3789.65655,2021/2/19,14:00:00
bitcoin,52877.1,53886.07,52810.11,53863.19,5187.732719,2021/2/19,15:00:00
bitcoin,53863.82,54850,53605.58,54368.65,6521.087343,2021/2/19,16:00:00
bitcoin,54368.61,54766.34,54054,54765.49,2446.444607,2021/2/19,17:00:00
bitcoin,54765.5,55435.96,54525.11,55384.46,2849.832423,2021/2/19,18:00:00
bitcoin,55384.46,55843.78,54583.95,54990.01,5529.094114,2021/2/19,19:00:00
bitcoin,54994.85,55698.16,54800,55348.33,3733.048485,2021/2/19,20:00:00
bitcoin,55345.17,56368,55304.52,55651.16,5011.990364,2021/2/19,21:00:00
bitcoin,55651.16,55767.29,55130,55426.4,3226.954069,2021/2/19,22:00:00
bitcoin,55426.4,55950,55330,55906,2542.976537,2021/2/19,23:00:00
bitcoin,55906,56500,55322,56226.73,5639.852063,2021/2/20,0:00:00
bitcoin,56223.44,56609.14,55946.27,56179.17,3867.219681,2021/2/20,1:00:00
bitcoin,56179.16,56395,55959.41,56143.46,2927.809202,2021/2/20,2:00:00
bitcoin,56143.46,56250,55481.38,55706.07,2837.352129,2021/2/20,3:00:00
bitcoin,55711.9,56144.87,55511,55815.19,1943.941713,2021/2/20,4:00:00
bitcoin,55815.19,55952.18,55555.55,55675.43,1876.990886,2021/2/20,5:00:00
bitcoin,55675.44,55952.88,55580,55937.12,1688.2327,2021/2/20,6:00:00
bitcoin,55937.02,55967.14,55185.98,55207.92,3179.750229,2021/2/20,7:00:00
bitcoin,55207.93,55674.68,55185.16,55236.53,2266.720072,2021/2/20,8:00:00
bitcoin,55236.54,55525,55030,55252.4,2534.566586,2021/2/20,9:00:00
bitcoin,55252.4,55929.23,55210.53,55895.31,2330.741952,2021/2/20,10:00:00
bitcoin,55895.31,56388.37,55752.77,56355.91,2787.349712,2021/2/20,11:00:00
bitcoin,56355.94,57700.46,56268.01,57291.92,6646.361255,2021/2/20,12:00:00
bitcoin,57291.93,57550,56923.04,57274.34,3515.239807,2021/2/20,13:00:00
bitcoin,57274.35,57426.57,56080,56280.83,4268.778023,2021/2/20,14:00:00
bitcoin,56280.83,56759.99,55722.11,56145.97,5099.634979,2021/2/20,15:00:00
bitcoin,56136.55,56943.6,56136.55,56720.16,3717.384367,2021/2/20,16:00:00
bitcoin,56720.17,57425,56713.79,57048.35,4217.723339,2021/2/20,17:00:00
bitcoin,57048.35,57152.33,56800.01,57115.24,1840.03131,2021/2/20,18:00:00
bitcoin,57118.09,57234.48,56709.23,56975.12,1864.07048,2021/2/20,19:00:00
bitcoin,56975.12,57050,56562.51,56719.52,2039.86527,2021/2/20,20:00:00
bitcoin,56719.52,56878.28,56250.66,56472.13,2361.840106,2021/2/20,21:00:00
bitcoin,56472.13,56495.33,53863.93,55423.99,7721.822365,2021/2/20,22:00:00
bitcoin,55424,56191.43,55378.02,55841.19,3774.927088,2021/2/20,23:00:00
bitcoin,55841.19,56061.64,55477.59,55834.95,2949.777561,2021/2/21,0:00:00
bitcoin,55834.95,56351.08,55717.87,56347.69,2125.263288,2021/2/21,1:00:00
bitcoin,56347.7,56660.94,56253.77,56318.08,2201.031649,2021/2/21,2:00:00
bitcoin,56318.08,56900,56311.4,56505.22,2027.220197,2021/2/21,3:00:00
bitcoin,56505.22,56725.12,56040.31,56701.08,2060.642337,2021/2/21,4:00:00
bitcoin,56701.08,56959.71,56511.54,56545.13,2041.764791,2021/2/21,5:00:00
bitcoin,56545.12,56609.46,56250,56493.23,1604.425885,2021/2/21,6:00:00
bitcoin,56493.22,56594.23,55863.54,56091.76,2600.753519,2021/2/21,7:00:00
bitcoin,56092.02,56676.7,55821.03,56513.22,2357.262556,2021/2/21,8:00:00
bitcoin,56513.21,56845.9,56364.65,56795.81,1801.288868,2021/2/21,9:00:00
bitcoin,56795.81,57827,56657.96,57560,4162.463811,2021/2/21,10:00:00
bitcoin,57560,57570.94,57200,57284.79,2690.83005,2021/2/21,11:00:00
bitcoin,57284.78,57440.82,56589,56888.8,2904.91437,2021/2/21,12:00:00
bitcoin,56888.81,57220,56888.79,57154.19,1979.238464,2021/2/21,13:00:00
bitcoin,57154.19,57449,56783.33,57381.13,2751.799231,2021/2/21,14:00:00
bitcoin,57381.12,57555,57165.4,57313.99,2657.731075,2021/2/21,15:00:00
bitcoin,57313.99,57782,57006.16,57733.96,2772.771079,2021/2/21,16:00:00
bitcoin,57733.95,57749.82,57356.53,57499.01,1895.347027,2021/2/21,17:00:00
bitcoin,57499.02,58300,57333.79,58183.69,2708.746124,2021/2/21,18:00:00
bitcoin,58183.69,58352.8,57916.66,58072.62,2656.043123,2021/2/21,19:00:00
bitcoin,58072.62,58247.84,57458.15,57654.8,2454.891718,2021/2/21,20:00:00
bitcoin,57657.1,57900,57180,57293.53,2438.14225,2021/2/21,21:00:00
bitcoin,57293.52,57616.34,56935.03,57328.47,2198.427423,2021/2/21,22:00:00
bitcoin,57328.46,57590.05,57100,57408.57,2125.932115,2021/2/21,23:00:00
bitcoin,57412.35,57508.47,56230.84,56235.15,4513.740342,2021/2/22,0:00:00
bitcoin,56235.15,57000,56013.13,56860.04,3425.036403,2021/2/22,1:00:00
bitcoin,56860.04,57277.99,55351.15,56855.12,4511.028711,2021/2/22,2:00:00
bitcoin,56855.13,57078.5,55757.58,55860.12,2876.056528,2021/2/22,3:00:00
bitcoin,55858.99,56258.49,55102.77,55786.36,4117.070458,2021/2/22,4:00:00
bitcoin,55785.61,56372.01,55625.11,55869.15,2634.169091,2021/2/22,5:00:00
bitcoin,55869.16,56377,55684.74,55989.36,2101.704381,2021/2/22,6:00:00
bitcoin,55989.35,56550,55652.45,56422.92,2595.910519,2021/2/22,7:00:00
bitcoin,56422.23,56623.69,55408.92,55480.8,4285.433552,2021/2/22,8:00:00
bitcoin,55480.8,55800,54355,54766.39,5226.543514,2021/2/22,9:00:00
bitcoin,54747.23,55101.69,53505.7,54847.72,8059.544952,2021/2/22,10:00:00
