date,sym,open,high,low,close,volume
2023/8/31,bitcoin,27299.99,27587.51,25655.01,25940.78,51032.80401
2023/9/1,bitcoin,25940.77,26156,25333.75,25805.05,41032.15056
2023/9/2,bitcoin,25805.04,25987.5,25752.47,25869.51,16250.77698
2023/9/3,bitcoin,25869.52,26135,25800,25971.21,17474.47667
2023/9/4,bitcoin,25971.21,26108.02,25631.21,25826.02,21777.59609
2023/9/5,bitcoin,25826.03,25915.49,25562.62,25792.1,21323.39337
2023/9/6,bitcoin,25792.11,26040,25372.51,25759.95,27262.52386
2023/9/7,bitcoin,25759.95,26443.14,25615.38,26255,27687.49567
2023/9/8,bitcoin,26255,26445.5,25647.26,25910.5,28999.76471
2023/9/9,bitcoin,25910.5,25945.09,25796.64,25901.61,10980.62277
2023/9/10,bitcoin,25901.6,26033.66,25570.57,25841.61,18738.26914
2023/9/11,bitcoin,25841.6,25900.69,24901,25162.52,41682.32
2023/9/12,bitcoin,25162.53,26567,25131.48,25840.1,56434.38537
2023/9/13,bitcoin,25840.1,26405.22,25764.17,26222,31610.82753
2023/9/14,bitcoin,26222,26860.49,26126.77,26522.73,38333.1725
2023/9/15,bitcoin,26522.73,26888,26224,26600,26227.29369
2023/9/16,bitcoin,26599.99,26777,26445,26559.67,13960.93351
2023/9/17,bitcoin,26559.67,26623.25,26399,26527.51,12998.10277
2023/9/18,bitcoin,26527.5,27409,26377.35,26762.51,43000.43256
2023/9/19,bitcoin,26762.5,27483.57,26667.79,27210.26,36190.52187
2023/9/20,bitcoin,27210.25,27388.63,26800,27125,34207.21867
2023/9/21,bitcoin,27125.01,27159.6,26377.7,26568.08,34476.82662
2023/9/22,bitcoin,26568.08,26743.38,26468.77,26580.14,18198.2292
2023/9/23,bitcoin,26580.14,26632.81,26509,26575.96,9440.7026
2023/9/24,bitcoin,26575.97,26738.54,26122.08,26248.38,15706.65771
2023/9/25,bitcoin,26248.39,26446.15,25990.46,26304.81,26266.2039
2023/9/26,bitcoin,26304.8,26397.46,26088.34,26221.67,18495.35066
2023/9/27,bitcoin,26221.68,26850,26112.06,26372.99,34771.57978
2023/9/28,bitcoin,26373,27308.48,26342.4,27021.39,44517.83491
2023/9/29,bitcoin,27021.39,27244.89,26665.16,26906.96,28478.76219
2023/9/30,bitcoin,26906.96,27094.99,26886.31,26962.56,12804.62307
2023/10/1,bitcoin,26962.57,28065.51,26954.09,27992.57,24602.81468
2023/10/2,bitcoin,27992.58,28580,27281.44,27494.51,57071.14241
2023/10/3,bitcoin,27494.51,27676.52,27160.5,27426.46,28928.96555
2023/10/4,bitcoin,27426.45,27839.72,27202,27778.57,29816.142
2023/10/5,bitcoin,27778.57,28120.39,27352,27410.39,30681.49619
2023/10/6,bitcoin,27410.39,28295,27175.94,27931.09,37983.24277
2023/10/7,bitcoin,27931.1,28029.67,27842.08,27956.67,13348.83825
2023/10/8,bitcoin,27956.67,28095.14,27687.5,27917.05,19693.56921
2023/10/9,bitcoin,27917.06,27987.93,27260,27590.12,31534.74639
2023/10/10,bitcoin,27590.12,27735,27298,27390.12,22776.84383
2023/10/11,bitcoin,27390.12,27477.39,26538.66,26875.52,37349.44706
2023/10/12,bitcoin,26875.52,26947.04,26555,26759.63,23428.64112
2023/10/13,bitcoin,26759.63,27130,26685,26862,24115.76499
2023/10/14,bitcoin,26862,26989.58,26789,26852.48,10417.25576
2023/10/15,bitcoin,26852.48,27293.33,26808.25,27154.15,15274.6917
2023/10/16,bitcoin,27154.14,30000,27112.66,28500.78,78399.22445
2023/10/17,bitcoin,28500.77,28613.65,28069.32,28395.91,38428.44532
2023/10/18,bitcoin,28395.91,28982.36,28142.87,28320,32162.47591
2023/10/19,bitcoin,28320,28916.89,28100.66,28713.71,35895.50179
2023/10/20,bitcoin,28713.71,30207.55,28578.29,29669.04,59422.0992
2023/10/21,bitcoin,29669.05,30379.99,29464.77,29909.8,27517.51897
2023/10/22,bitcoin,29909.8,30248,29640,29992.46,22852.54563
2023/10/23,bitcoin,29992.46,34741.91,29883.6,33069.99,93513.64246
2023/10/24,bitcoin,33069.99,35280,32832.34,33922.73,115265.0242
2023/10/25,bitcoin,33922.73,35132.85,33679.05,34496.05,54887.02529
2023/10/26,bitcoin,34496.05,34824.13,33751,34151.66,39744.66255
2023/10/27,bitcoin,34151.66,34245,33390.95,33892.02,32330.40106
2023/10/28,bitcoin,33892.01,34493.33,33860,34081,16880.13144
2023/10/29,bitcoin,34081.01,34750.11,33930,34525.89,20685.52176
2023/10/30,bitcoin,34525.88,34856,34062.84,34474.73,33657.95976
2023/10/31,bitcoin,34474.74,34720.49,34025,34639.77,32737.89822
2023/11/1,bitcoin,34639.78,35582,34097.39,35421.43,53473.28165
2023/11/2,bitcoin,35421.43,35984.99,34300,34941.59,48015.57732
2023/11/3,bitcoin,34941.58,34946.5,34120,34716.78,39071.20644
2023/11/4,bitcoin,34716.78,35255,34585.18,35062.07,18377.55545
2023/11/5,bitcoin,35062.06,35380,34448,35011.88,24528.73376
2023/11/6,bitcoin,35011.89,35276.33,34725.9,35046.09,22346.47086
2023/11/7,bitcoin,35046.09,35888,34523.06,35399.12,38688.73692
2023/11/8,bitcoin,35399.13,36106,35100,35624.72,33401.34137
2023/11/9,bitcoin,35624.72,37972.24,35534.05,36701.09,82537.88885
2023/11/10,bitcoin,36701.1,37526,36324.71,37301.63,43414.04898
2023/11/11,bitcoin,37301.63,37408.26,36666.93,37130,22984.97235
2023/11/12,bitcoin,37129.99,37222.22,36731.1,37064.13,17687.18874
2023/11/13,bitcoin,37064.13,37417.99,36333,36462.93,32798.18252
2023/11/14,bitcoin,36462.93,36744,34800,35551.19,45503.68416
2023/11/15,bitcoin,35551.2,37980,35360,37858.2,53569.13385
2023/11/16,bitcoin,37858.2,37929.54,35500,36163.51,47490.39566
2023/11/17,bitcoin,36163.51,36800,35861.1,36613.92,38283.61112
2023/11/18,bitcoin,36613.91,36845.49,36178.58,36568.1,17102.24186
2023/11/19,bitcoin,36568.11,37500,36384.02,37359.86,21246.34648
2023/11/20,bitcoin,37359.85,37750,36677,37448.78,36022.70291
2023/11/21,bitcoin,37448.79,37649.44,35735,35741.65,47646.54804
2023/11/22,bitcoin,35741.65,37861.1,35632.01,37408.34,45051.30697
2023/11/23,bitcoin,37408.35,37653.44,36870,37294.28,23827.92882
2023/11/24,bitcoin,37294.27,38414,37251.51,37713.57,44680.80646
2023/11/25,bitcoin,37713.57,37888,37591.1,37780.67,11396.14464
2023/11/26,bitcoin,37780.67,37814.63,37150,37447.43,21264.53723
2023/11/27,bitcoin,37447.42,37569.23,36707,37242.7,30001.07376
2023/11/28,bitcoin,37242.7,38377,36868.41,37818.87,37544.46667
2023/11/29,bitcoin,37818.88,38450,37570,37854.64,32994.19107
2023/11/30,bitcoin,37854.65,38145.85,37500,37723.96,24740.29147
2023/12/1,bitcoin,37723.97,38999,37615.86,38682.52,43415.66324
2023/12/2,bitcoin,38682.51,39717.14,38641.61,39450.35,26696.92161
2023/12/3,bitcoin,39450.35,40250,39274.86,39972.26,26710.65335
2023/12/4,bitcoin,39972.26,42420,39972.26,41991.1,79272.33059
2023/12/5,bitcoin,41991.1,44488,41414,44073.32,67490.74644
2023/12/6,bitcoin,44073.82,44297.21,43335.28,43762.69,51431.10492
2023/12/7,bitcoin,43762.69,44047.33,42821.1,43273.14,47103.26845
2023/12/8,bitcoin,43273.15,44700,43081.1,44170.99,42900.37556
2023/12/9,bitcoin,44171,44358.02,43584.51,43713.6,24925.97008
2023/12/10,bitcoin,43713.59,44049,43563,43789.51,18956.61758
2023/12/11,bitcoin,43789.5,43804.5,40222,41253.4,76663.89804
2023/12/12,bitcoin,41253.41,42104.12,40680,41492.39,42722.69773
2023/12/13,bitcoin,41492.38,43475.2,40555,42869.03,45865.99773
2023/12/14,bitcoin,42869.03,43420,41400,43022.26,42047.05709
2023/12/15,bitcoin,43022.26,43080.81,41666,41940.3,33421.7932
2023/12/16,bitcoin,41940.29,42724.43,41605,42278.03,24118.85747
2023/12/17,bitcoin,42278.02,42424.07,41252,41374.65,27722.11452
2023/12/18,bitcoin,41374.64,42757.81,40542.93,42657.8,46734.0925
2023/12/19,bitcoin,42657.8,43497,41811.1,42275.99,40927.86444
2023/12/20,bitcoin,42275.99,44283,42206,43668.93,48710.2947
2023/12/21,bitcoin,43668.92,44242.35,43286.72,43861.8,34624.29384
2023/12/22,bitcoin,43861.79,44398.26,43412.54,43969.04,32783.19638
2023/12/23,bitcoin,43969.04,43988.68,43291.1,43702.16,16557.1293
2023/12/24,bitcoin,43702.15,43946,42500,42991.5,25144.33496
2023/12/25,bitcoin,42991.5,43802.32,42720.43,43576.13,27021.23992
2023/12/26,bitcoin,43576.12,43592.68,41637.6,42508.93,41010.04282
2023/12/27,bitcoin,42508.93,43677,42098.69,43428.85,36191.21136
2023/12/28,bitcoin,43428.86,43787.57,42241.79,42563.76,35150.52485
2023/12/29,bitcoin,42563.76,43111,41300,42066.95,42597.18912
2023/12/30,bitcoin,42066.94,42612.32,41520.3,42140.28,22906.57818
2023/12/31,bitcoin,42140.29,42899,41965.84,42283.58,23585.91603
2024/1/1,bitcoin,42283.58,44184.1,42180.77,44179.55,27174.29903
2024/1/2,bitcoin,44179.55,45879.63,44148.34,44946.91,65146.40661
2024/1/3,bitcoin,44946.91,45500,40750,42845.23,81194.55173
2024/1/4,bitcoin,42845.23,44729.58,42613.77,44151.1,48038.06334
2024/1/5,bitcoin,44151.1,44357.46,42450,44145.11,48075.25327
2024/1/6,bitcoin,44145.12,44214.42,43397.05,43968.32,17835.06144
2024/1/7,bitcoin,43968.32,44480.59,43572.09,43929.02,23023.8508
2024/1/8,bitcoin,43929.01,47248.99,43175,46951.04,72814.57589
2024/1/9,bitcoin,46951.04,47972,44748.67,46110,69927.66617
2024/1/10,bitcoin,46110,47695.93,44300.36,46653.99,89911.41203
2024/1/11,bitcoin,46654,48969.48,45606.06,46339.16,87470.3296
2024/1/12,bitcoin,46339.16,46515.53,41500,42782.73,86327.93707
2024/1/13,bitcoin,42782.74,43257,42436.12,42847.99,36118.47464
2024/1/14,bitcoin,42847.99,43079,41720,41732.35,28228.40894
2024/1/15,bitcoin,41732.35,43400.43,41718.05,42511.1,40269.89303
2024/1/16,bitcoin,42511.1,43578.01,42050,43137.95,45045.74589
2024/1/17,bitcoin,43137.94,43198,42200.69,42776.1,33266.21388
2024/1/18,bitcoin,42776.09,42930,40683.28,41327.5,43907.51641
2024/1/19,bitcoin,41327.51,42196.86,40280,41659.03,48342.74559
2024/1/20,bitcoin,41659.03,41872.56,41456.3,41696.04,15923.99493
2024/1/21,bitcoin,41696.05,41881.39,41500.98,41580.33,11730.16301
2024/1/22,bitcoin,41580.32,41689.65,39431.58,39568.02,55426.19911
2024/1/23,bitcoin,39568.02,40176.74,38555,39897.6,57956.63351
2024/1/24,bitcoin,39897.59,40555,39484.19,40084.88,39293.82861
2024/1/25,bitcoin,40084.89,40300.24,39550,39961.09,31022.11853
2024/1/26,bitcoin,39961.09,42246.82,39822.52,41823.51,47384.96726
2024/1/27,bitcoin,41823.51,42200,41394.34,42120.63,16224.41667
2024/1/28,bitcoin,42120.63,42842.68,41620.81,42031.06,27294.99838
2024/1/29,bitcoin,42031.05,43333,41804.88,43302.7,31542.74207
2024/1/30,bitcoin,43302.71,43882.36,42683.99,42941.1,37619.24546
2024/1/31,bitcoin,42941.1,43745.11,42276.84,42580,39871.13688
2024/2/1,bitcoin,42580,43285.13,41884.28,43082.94,35231.04664
2024/2/2,bitcoin,43082.95,43488,42546.79,43200,29672.14418
2024/2/3,bitcoin,43199.99,43380.01,42880,43011.09,12033.40998
2024/2/4,bitcoin,43011.1,43119.04,42222,42582.88,17066.89404
2024/2/5,bitcoin,42582.88,43569.76,42258.1,42708.7,29467.75905
2024/2/6,bitcoin,42708.7,43399.98,42574,43098.95,24675.85433
2024/2/7,bitcoin,43098.96,44396.5,42788,44349.6,34392.59915
2024/2/8,bitcoin,44349.6,45614.3,44331.1,45288.65,45439.62231
2024/2/9,bitcoin,45288.66,48200,45242.12,47132.77,73503.481
2024/2/10,bitcoin,47132.78,48170,46800,47751.09,24802.35936
2024/2/11,bitcoin,47751.08,48592.66,47557.16,48299.99,29958.80837
2024/2/12,bitcoin,48300,50334.82,47710.01,49917.27,59009.96705
2024/2/13,bitcoin,49917.28,50368.61,48300.95,49699.59,55551.56706
2024/2/14,bitcoin,49699.6,52043.71,49225.01,51795.17,57046.37401
2024/2/15,bitcoin,51795.17,52816.62,51314,51880,53816.03055
2024/2/16,bitcoin,51880.01,52572.08,51566,52124.11,37772.25318
2024/2/17,bitcoin,52124.1,52162.82,50625,51642.64,25674.00622
2024/2/18,bitcoin,51642.64,52377,51163.28,52137.67,21992.10363
2024/2/19,bitcoin,52137.68,52488.77,51677,51774.73,29534.99432
2024/2/20,bitcoin,51774.74,52985,50760.37,52258.82,49614.47318
2024/2/21,bitcoin,52258.82,52366.8,50625,51849.39,43079.40049
2024/2/22,bitcoin,51849.38,52065.78,50940.78,51288.42,35309.44574
2024/2/23,bitcoin,51288.42,51548.54,50521,50744.15,30545.79544
2024/2/24,bitcoin,50744.15,51698,50585,51568.22,16560.4211
2024/2/25,bitcoin,51568.21,51958.55,51279.8,51728.85,18721.63159
2024/2/26,bitcoin,51728.85,54910,50901.44,54476.47,51256.72199
2024/2/27,bitcoin,54476.48,57588.15,54450.13,57037.34,67194.98562
2024/2/28,bitcoin,57037.35,64000,56691.85,62432.1,118763.4698
2024/2/29,bitcoin,62432.11,63676.35,60364.7,61130.98,78425.07603
2024/3/1,bitcoin,61130.99,63114.23,60777,62387.9,47737.93473
2024/3/2,bitcoin,62387.9,62433.19,61561.12,61987.28,25534.73659
2024/3/3,bitcoin,61987.28,63231.88,61320,63113.97,28994.90903
2024/3/4,bitcoin,63113.97,68499,62300,68245.71,84835.16005
2024/3/5,bitcoin,68245.71,69000,59005,63724.01,132696.7813
2024/3/6,bitcoin,63724.01,67641.1,62779.14,66074.04,78738.85491
2024/3/7,bitcoin,66074.04,67980,65551,66823.17,53059.8869
2024/3/8,bitcoin,66823.18,69990,66082.66,68124.19,74261.93284
2024/3/9,bitcoin,68124.2,68541.1,67861.1,68313.27,19872.89743
2024/3/10,bitcoin,68313.28,69887.61,68094.75,68955.88,38404.66835
2017/8/17,eth,301.13,312.18,298,302,7030.71034
2017/8/18,eth,302,311.79,283.94,293.96,9537.84646
2017/8/19,eth,293.31,299.9,278,290.91,2146.19773
2017/8/20,eth,289.41,300.53,282.85,299.1,2510.13871
2017/8/21,eth,299.1,346.52,294.6,323.29,5219.44542
2017/8/22,eth,321.04,330.41,144.21,309.8,7956.35088
2017/8/23,eth,312.25,324.99,309.41,315.74,8665.72569
2017/8/24,eth,315.74,328.04,314.01,323.42,6753.27192
2017/8/25,eth,323.42,338.28,323.42,327.24,7125.96962
2017/8/26,eth,327.24,335.44,323.41,330.79,4877.68521
2017/8/27,eth,332.18,348.13,330.73,348.13,4635.43715
2017/8/28,eth,348.11,351,331.95,346,4279.1817
2017/8/29,eth,347,377.6,346,374.7,3032.13425
2017/8/30,eth,374.7,393.71,362.05,385.93,4446.59608
2017/8/31,eth,384.64,389.36,377.78,384.79,4435.86855
2017/9/1,eth,386.44,394.39,383.18,388.46,4198.68434
2017/9/2,eth,388.58,394.32,320.08,343.14,8240.32724
2017/9/3,eth,343.56,367.28,320.08,341.77,5253.62211
2017/9/4,eth,339.29,344.55,267.94,283.77,6737.81061
2017/9/5,eth,286.81,321.52,235.55,312.09,8344.41924
2017/9/6,eth,313.29,336.34,312.09,335,5486.30988
2017/9/7,eth,335.01,342.5,320.17,334.49,3103.89745
2017/9/8,eth,334.49,335.1,272,302.99,4915.75693
2017/9/9,eth,300.01,307,281.66,296.74,2740.58822
2017/9/10,eth,296.72,302.78,261.03,293.5,4156.45099
2017/9/11,eth,293.51,304.98,285.21,297.3,4829.64647
2017/9/12,eth,297.78,316.46,286.01,293.96,5176.31402
2017/9/13,eth,293.93,294.5,257.05,276.91,6451.22836
2017/9/14,eth,275.76,283.77,215,215.21,12601.95676
2017/9/15,eth,217,270.93,192,253,14223.8953
2017/9/16,eth,255.99,271.81,235.51,249.31,10362.06011
2017/9/17,eth,249.32,264.39,239.02,257.55,4614.53337
2017/9/18,eth,257.53,306.22,257.11,294.57,4125.97051
2017/9/19,eth,296,300,277.41,284,1869.90852
2017/9/20,eth,284.01,294,275.91,282,1060.56734
2017/9/21,eth,285.1,287,252.1,257,1912.55583
2017/9/22,eth,258,272.97,253.01,264,1464.5125
2017/9/23,eth,259.99,286.23,255.11,285.93,2824.33572
2017/9/24,eth,286.5,294.61,275,282,5575.54422
2017/9/25,eth,282,299,281.34,294.42,5870.48035
2017/9/26,eth,294.42,296.81,286.24,287.9,4566.92804
2017/9/27,eth,289.91,313,286.13,309.74,5518.10382
2017/9/28,eth,309.81,311.81,296.89,302.44,6600.90922
2017/9/29,eth,302.44,303,274,292.22,11089.19902
2017/9/30,eth,292.62,307.49,292.22,304.36,4020.60795
2017/10/1,eth,305.13,306,294,303.95,5060.05758
2017/10/2,eth,303.94,305,295,296.5,3710.83747
2017/10/3,eth,298.15,301.99,283.18,292.48,5546.85702
2017/10/4,eth,292.47,297.97,288,291.99,4014.88792
2017/10/5,eth,290,297.44,285.53,294.81,3412.39016
2017/10/6,eth,294.78,310.8,293.78,310.8,3541.02359
2017/10/7,eth,309.9,318.5,303.6,311.01,2165.79076
2017/10/8,eth,311.08,317.07,309,311.07,2960.93198
2017/10/9,eth,311.13,312.13,286.65,297.19,4885.37863
2017/10/10,eth,297.35,308.56,293,298.64,6749.27468
2017/10/11,eth,300.88,305.5,298.02,304.01,3724.6863
2017/10/12,eth,304.01,310,302.71,303.99,7827.75596
2017/10/13,eth,303.52,353.96,297,337.96,17925.36585
2017/10/14,eth,337.96,349.8,335,342,7731.96469
2017/10/15,eth,342,348,316.17,337.96,10011.34708
2017/10/16,eth,337.5,354,332.78,335.19,8663.47097
2017/10/17,eth,335.18,336.58,312.65,315.19,8146.74356
2017/10/18,eth,315.19,318,284.68,309.7,12908.0454
2017/10/19,eth,311.52,315,300,308.66,8678.74739
2017/10/20,eth,308.66,311.18,302,304.51,8739.31764
2017/10/21,eth,304.51,305.34,290,298.94,8591.63121
2017/10/22,eth,298.99,306.99,290,293.79,7173.06893
2017/10/23,eth,293.78,294.6,272.2,281.09,9658.78404
2017/10/24,eth,282.27,310,275.5,297.38,14066.67924
2017/10/25,eth,295.43,300,281,294.49,9703.09261
2017/10/26,eth,294.1,299.76,291.03,294.71,7813.02717
2017/10/27,eth,294.72,298.1,292.03,296.33,6272.14802
2017/10/28,eth,296.14,297,290.1,291.87,5848.86589
2017/10/29,eth,291.86,309.4,291.86,305,9019.13315
2017/10/30,eth,305,316,302.1,307.25,8946.12026
2017/10/31,eth,305.95,309.99,304.01,304.9,7640.41182
2017/11/1,eth,304.89,305.9,286.34,287.01,9843.1666
2017/11/2,eth,287.3,293,274.73,283.12,13423.8572
2017/11/3,eth,283.12,307,282,304.08,8194.03465
2017/11/4,eth,304.09,304.99,292.11,298.04,7828.41744
2017/11/5,eth,298.1,302.14,293.13,295.53,6638.42119
2017/11/6,eth,295.19,305.58,290.11,297.97,7515.50103
2017/11/7,eth,297.25,303.52,287,291.78,9418.57881
2017/11/8,eth,291.31,320,290.02,303.02,15961.85772
2017/11/9,eth,303.6,329,299.5,317.87,11151.29946
2017/11/10,eth,318.5,322.65,285.82,293.5,15597.16557
2017/11/11,eth,293.52,318,291.91,310.02,10850.16279
2017/11/12,eth,310.87,316.99,281.01,305.24,21123.15319
2017/11/13,eth,304,318.88,303.7,312.99,15551.67434
2017/11/14,eth,313,337.54,312.94,335.61,17709.2227
2017/11/15,eth,335.6,339,324,331.33,15597.16131
2017/11/16,eth,330.98,334.75,321.41,331.49,14145.71696
2017/11/17,eth,331.49,334.6,323.84,331.23,18042.02544
2017/11/18,eth,331.2,349.9,326.01,346.66,14361.4973
2017/11/19,eth,346.66,373.56,343.07,354.15,19397.74898
2017/11/20,eth,355.15,372.5,353.9,367.42,18277.0194
2017/11/21,eth,367.42,375.5,350.02,362.12,26237.64398
2017/11/22,eth,362.12,384.84,359,380.65,18121.58484
2017/11/23,eth,380.63,425,370.02,405,25409.00111
2017/11/24,eth,405.03,475,392.8,469,30398.35831
2017/11/25,eth,467.57,484.47,450,461.82,21428.63117
2017/11/26,eth,461,465,436.14,462.84,21691.11759
2017/11/27,eth,462.84,486.94,453,472.31,23761.11416
2017/11/28,eth,472.32,477.5,453.5,466.17,23967.24816
2017/11/29,eth,466.17,515,385,421.7,51313.49571
2017/11/30,eth,421.92,460,387.01,427.43,45184.22265
2017/12/1,eth,428.05,465.97,413.74,457.51,33072.21995
2017/12/2,eth,457.53,471.91,445,457.63,25796.14
2017/12/3,eth,457.31,485.9,440.11,460.3,24490.05997
2017/12/4,eth,460.3,470.98,445,466.67,23182.65949
2017/12/5,eth,466.66,468.67,445.21,452.26,25387.11695
2017/12/6,eth,452.26,455.1,400,411.01,38638.76036
2017/12/7,eth,413.5,427.61,375.01,406.33,41343.73269
2017/12/8,eth,406.52,456.78,390,442.56,41064.60305
2017/12/9,eth,442.56,488,426.4,460,41918.34044
2017/12/10,eth,460,460.05,403.2,427.35,34919.25938
2017/12/11,eth,427.35,512,427.35,508.7,29763.16644
2017/12/12,eth,508.44,639.27,494.89,620,59387.02259
2017/12/13,eth,622,705.69,539.93,683.99,57694.18773
2017/12/14,eth,683.98,747.6,630.5,679.76,60919.26902
2017/12/15,eth,679.76,689,594.6,674.95,39778.16165
2017/12/16,eth,673.75,712,669.22,682.81,26866.0533
2017/12/17,eth,681.8,728,680.33,707.64,31398.4476
2017/12/18,eth,707.62,798.88,638,784,45673.70777
2017/12/19,eth,784,864.9,729.01,798,69423.62125
2017/12/20,eth,798,828,661,790.21,72526.28416
2017/12/21,eth,794.62,845.99,705.98,782.41,78222.53998
2017/12/22,eth,784,796,504.99,635.97,154630.4948
2017/12/23,eth,635.15,714.99,627.97,640.34,79001.05634
2017/12/24,eth,640.33,667.64,563.49,658,95431.94156
2017/12/25,eth,659.4,744,599.99,714.95,78544.84102
2017/12/26,eth,713.12,750,712.56,750,60052.47905
2017/12/27,eth,750,766.05,693.18,739.89,51339.2782
2017/12/28,eth,739.89,744.93,645.88,707.89,72679.61288
2017/12/29,eth,709.5,757.87,703,733.99,64028.12647
2017/12/30,eth,732.9,735,635.82,681.06,89879.99994
2017/12/31,eth,680.01,740,672.86,733.98,62628.24458
2018/1/1,eth,733.01,763.55,716.8,754.99,53909.25885
2018/1/2,eth,754.99,899.5,749.06,855.28,113257.7836
2018/1/3,eth,855.13,950.01,810,934.03,89041.45688
2018/1/4,eth,934.03,1009.72,890.01,940,102894.4738
2018/1/5,eth,940,1045,930,959.3,97374.0163
2018/1/6,eth,958,1017.56,950,1004.11,71954.27895
2018/1/7,eth,1003.71,1125,999.9,1123.09,65278.81957
2018/1/8,eth,1123.09,1239.18,910,1133.18,158831.548
2018/1/9,eth,1133.18,1326.5,1104.85,1291,118702.8868
2018/1/10,eth,1291,1440,1201.1,1247,160185.0129
2018/1/11,eth,1249.03,1332.49,1021,1138.93,194546.2939
2018/1/12,eth,1136.45,1288.5,1069.01,1253.87,93763.47261
2018/1/13,eth,1253.87,1427.01,1252,1388.02,75893.43201
2018/1/14,eth,1388.1,1391.89,1220.89,1347,98391.19585
2018/1/15,eth,1347.99,1383.13,1258.12,1271,69236.70476
2018/1/16,eth,1268.67,1275.01,780,1000,343889.3651
2018/1/17,eth,999.99,1075.51,755,1000,436333.6733
2018/1/18,eth,1000,1075.2,924.21,994,294545.7121
2018/1/19,eth,993.3,1079,941,1032.5,167954.1125
2018/1/20,eth,1032.5,1165.4,1031,1152.75,123352.5836
2018/1/21,eth,1150.37,1152.69,998,1049,175031.0079
2018/1/22,eth,1049,1090.15,908,993,185212.52
2018/1/23,eth,993,1030,909,980,160159.6396
2018/1/24,eth,981.2,1074,953.09,1061,134257.7947
2018/1/25,eth,1060.34,1115,1030.26,1056.52,119415.935
2018/1/26,eth,1055.29,1082,986,1051.03,145113.638
2018/1/27,eth,1051.03,1127.99,1032.2,1118.99,96894.33839
2018/1/28,eth,1118.99,1277,1112,1251.96,143510.7359
2018/1/29,eth,1251.96,1258.89,1161.65,1177.01,105292.7681
2018/1/30,eth,1177.01,1186.85,1051,1085.5,155278.554
2018/1/31,eth,1084.63,1135,1029,1124.81,100372.0378
2018/2/1,eth,1125.96,1164.99,981,1041.94,203355.2905
2018/2/2,eth,1041.89,1047.2,783.67,922.3,377375.2287
2018/2/3,eth,923.67,998,851,971,160037.8813
2018/2/4,eth,971,975,789,823.56,186446.0316
2018/2/5,eth,821.6,862.47,634.94,697.92,365516.529
2018/2/6,eth,697.93,798,570.1,779.25,648944.4204
2018/2/7,eth,779.99,849,714.18,754,356403.4441
2018/2/8,eth,753.19,786.93,751,781.66,10516.2619
2018/2/9,eth,781.66,882.2,781.66,877,95447.67289
2018/2/10,eth,876.3,911.2,800,851.15,214818.0677
2018/2/11,eth,851.15,857,768.28,808.99,189323.408
2018/2/12,eth,808.58,877.56,807.46,866.66,143586.9312
2018/2/13,eth,866.39,871,820,841.57,110305.9354
2018/2/14,eth,841.57,924.99,841.3,919.09,150342.8556
2018/2/15,eth,919.09,946.66,895.59,924.55,155637.7852
2018/2/16,eth,924.55,948.48,901.36,938.67,115540.1635
2018/2/17,eth,938.6,974,933.48,969.99,110091.0362
2018/2/18,eth,969.99,978.5,897,911,160129.7952
2018/2/19,eth,911,956.22,906.04,938.11,80099.49534
2018/2/20,eth,939.17,961,873,882.99,120056.675
2018/2/21,eth,882.99,908.88,812.87,835.89,176200.5515
2018/2/22,eth,836.35,871.96,786.6,801.49,137561.8511
2018/2/23,eth,801.47,885,785.99,851.6,154507.4134
2018/2/24,eth,851.59,875,805,833.94,89311.5794
2018/2/25,eth,833.92,849.5,813.18,841.19,59431.26474
2018/2/26,eth,841.46,882,833,867.98,74911.4656
2018/2/27,eth,867.98,897.49,860.69,870.11,63487.68425
2018/2/28,eth,871.84,891,850.3,853.5,53620.45209
2018/3/1,eth,853.5,879.96,848.65,870.63,43785.00503
2018/3/2,eth,870.63,876.22,850,856.28,39436.26006
2018/3/3,eth,856.27,870.78,852.3,856.02,34170.2942
2018/3/4,eth,856.51,868,836.24,866.66,29735.01829
2018/3/5,eth,866.61,871.75,847.2,849.84,30567.79813
2018/3/6,eth,849.81,853.18,803.01,813.11,48658.06883
2018/3/7,eth,813.31,826.2,718.4,749.9,109013.2838
2018/3/8,eth,749.02,772.07,684,695.46,76312.77819
2018/3/9,eth,695.48,727.92,640,723.71,116545.373
2018/3/10,eth,723.65,745,673.06,680.58,63012.67972
2018/3/11,eth,680.58,735,659.15,720.85,73967.35869
2018/3/12,eth,721,740.5,676.31,697.11,67732.85988
2018/3/13,eth,696.52,713.76,680,689.94,55735.18315
2018/3/14,eth,690.16,703.54,585,610.1,89904.25415
2018/3/15,eth,610.1,621.12,570,608.83,94426.72453
2018/3/16,eth,608.83,625.3,584.15,599.05,64720.20994
2018/3/17,eth,599.03,609.26,544,546.95,68022.4592
2018/3/18,eth,547.98,560,450,537,248817.226
2018/3/19,eth,537.39,560,515.8,556.88,184798.7706
2018/3/20,eth,556.88,567.87,515,557,135426.9155
2018/3/21,eth,557,590.52,545.11,559.17,117019.1732
2018/3/22,eth,559.15,578.6,516,539.92,111106.1992
2018/3/23,eth,539.78,544.72,506.71,543.03,106416.0675
2018/3/24,eth,543.2,545.99,518.63,520.22,87710.78945
2018/3/25,eth,521.17,536,512,523.74,71903.1713
2018/3/26,eth,523.95,527.67,465.56,485,151084.2369
